id,yield
15721,5466.685000361311
15722,6805.789395572494
15723,6366.2937856485405
15724,5112.158371879334
15725,5459.564121992272
15726,6883.194301103167
15727,6980.452100728633
15728,5058.5432161544795
15729,5527.015598745733
15730,4818.849517229811
15731,5185.73674293516
15732,7492.566722271666
15733,6538.155863434482
15734,7374.8124251608515
15735,5231.605887966921
15736,6656.792048975749
15737,6757.976689162235
15738,3407.294975824241
15739,3895.41382427365
15740,7261.989680269402
15741,5558.66423344284
15742,6067.218622777031
15743,4575.180946480763
15744,6906.763572266578
15745,7752.334384311767
15746,6361.613997492159
15747,5364.972893473262
15748,7237.658908308633
15749,5597.728297903119
15750,6071.94208218518
15751,5430.324903038404
15752,5804.748506805283
15753,6533.638427931773
15754,6134.075312315356
15755,5814.246472150417
15756,6791.465966991869
15757,5486.97037809635
15758,5527.233105200097
15759,5585.76165268264
15760,5708.084257808814
15761,5152.134100365411
15762,3300.5066440374812
15763,5758.017586413018
15764,7937.867623945835
15765,7239.845388496593
15766,8305.860950186185
15767,5945.722406221479
15768,5453.670007358584
15769,4570.092896290922
15770,4245.0662771757625
15771,5358.015419174009
15772,5763.585072147727
15773,6541.979803934877
15774,3708.3609541514797
15775,6477.629754597814
15776,5809.551812006892
15777,7715.379504801949
15778,6019.140801165344
15779,7689.029799001984
15780,6170.896932625516
15781,6455.558020109628
15782,6830.732673268549
15783,7946.97091520476
15784,7754.5996693094185
15785,7877.83819714001
15786,6528.9593021386
15787,6677.573513469182
15788,4485.4001659613405
15789,4917.635831743122
15790,5515.642909996721
15791,6683.914443159922
15792,6678.655062727978
15793,6329.259604702697
15794,6678.731292024891
15795,5986.175445753526
15796,7847.896682922845
15797,6495.42599414851
15798,4704.141110488579
15799,6497.737064062039
15800,6643.713609501208
15801,5476.090551091289
15802,4891.534604761242
15803,5841.95360991334
15804,7249.599917053189
15805,6345.522670044975
15806,7547.629006758883
15807,5113.801302097587
15808,4718.624044889839
15809,7703.285009897725
15810,5939.675217843009
15811,7807.5586967034615
15812,5827.673785429448
15813,5159.610869596261
15814,6143.30167364705
15815,7388.201754252868
15816,6703.680341273077
15817,3954.257087473563
15818,7178.196589033056
15819,7174.992055097349
15820,4979.857768525781
15821,7214.867431155442
15822,6021.985283699734
15823,6103.057936045386
15824,5701.293567580838
15825,7172.186605017394
15826,6122.863092566655
15827,5973.365156654045
15828,4745.635890350288
15829,4578.59903161839
15830,3647.1224227993316
15831,7113.980146469874
15832,4400.205505915284
15833,4643.432820285074
15834,6317.680825908219
15835,7287.425474418373
15836,7143.136814182833
15837,3513.2327179351887
15838,7720.8477718661
15839,4809.350899542627
15840,8026.825247460178
15841,3977.4498721900263
15842,6606.8421619655655
15843,5825.16702066017
15844,5798.50406611816
15845,5357.919252074416
15846,7057.203633192454
15847,7765.424118633004
15848,5624.88733428443
15849,5052.754297144906
15850,7053.822693440989
15851,7198.718055248668
15852,8037.868839523595
15853,7380.052151586517
15854,5182.326695353752
15855,3942.3405668867326
15856,4200.246880861461
15857,5847.892403833069
15858,5677.342592116247
15859,5080.322996685457
15860,8245.11111583429
15861,5945.635970945308
15862,6289.49791447411
15863,7653.405251177726
15864,5523.415529356594
15865,7258.58788548604
15866,6921.743310214577
15867,5695.752905610723
15868,7663.732404514112
15869,4940.204413045898
15870,7764.404224245152
15871,5721.121011063041
15872,7456.399172975807
15873,8178.512306841136
15874,8082.700139483271
15875,7680.2814204354745
15876,6163.819482297863
15877,6376.901234190427
15878,7985.896702598073
15879,7390.94164306192
15880,7931.3994851318075
15881,4805.961130079893
15882,7289.666406815593
15883,6418.7064154384425
15884,6474.879440438823
15885,5299.46890368378
15886,5013.43509949312
15887,6698.865499601499
15888,4475.269881115057
15889,6744.96942988471
15890,6043.400819046498
15891,6002.641880580044
15892,4578.023435484172
15893,5878.826126679104
15894,5202.160021392499
15895,5746.950811741521
15896,6496.618728151361
15897,6454.012968015311
15898,5127.607267138423
15899,7340.690317614253
15900,5619.868345638901
15901,6644.044735642047
15902,5202.859272621616
15903,6062.122174398097
15904,5477.881345637987
15905,8163.46479001529
15906,7185.903163337005
15907,7191.846845802196
15908,5663.42280035656
15909,5580.698352419788
15910,5867.240810643314
15911,6442.968739181876
15912,6900.288572979423
15913,7064.65160081457
15914,5512.014872362915
15915,6189.214061977413
15916,5181.707634333197
15917,5460.931221155075
15918,4406.708597235297
15919,7351.251111964295
15920,5742.748965826254
15921,5747.418391183133
15922,7397.969800514298
15923,4854.411580652963
15924,5357.527723167745
15925,7368.725473415503
15926,6520.563319610192
15927,3694.2642722668834
15928,5388.080335574614
15929,6446.5004822079045
15930,7042.235439503611
15931,6742.39991300742
15932,4288.705867560309
15933,4654.738203742556
15934,6088.959307606346
15935,5946.686341060221
15936,4326.567199652516
15937,6636.658278778176
15938,6652.3082371779965
15939,6965.510478685384
15940,5835.1579915031925
15941,6627.22683894363
15942,7908.81016892795
15943,7851.405206029949
15944,5097.048173351455
15945,5431.219284559709
15946,6015.757637320076
15947,4258.261753779781
15948,4771.583338883915
15949,2933.5949053658023
15950,8176.33787218661
15951,5754.421663307174
15952,6021.456369572959
15953,5127.651575729096
15954,7043.114070823865
15955,6177.140549474429
15956,5806.736832503156
15957,6502.202140034762
15958,6633.302351256272
15959,6273.996710972803
15960,6533.7741203663245
15961,5325.033151008849
15962,5039.878908209437
15963,7208.466012890178
15964,5837.521298886467
15965,6142.665722711823
15966,2924.497384625798
15967,5895.515891788236
15968,5951.535295451296
15969,4368.524502054643
15970,6479.76731602641
15971,5727.478815301827
15972,6235.757502975759
15973,6247.217059269834
15974,6502.731138244913
15975,8177.870273864768
15976,6545.673081513978
15977,7942.465038343713
15978,7873.314803917385
15979,7427.915899716645
15980,7172.919558686763
15981,5129.213987522732
15982,6748.333331644825
15983,7226.675808338945
15984,6877.09175230499
15985,4552.3768548552625
15986,6281.793267928595
15987,3806.2184052860675
15988,5996.67263917972
15989,6678.391302487238
15990,5511.789640201167
15991,6844.4025206173865
15992,4354.2116687931775
15993,5323.003975652944
15994,5750.4187923307545
15995,5517.038048466229
15996,7261.190646831317
15997,5326.334585031429
15998,6582.7204307494085
15999,6336.931764921671
16000,8008.503100780481
16001,6724.459181301991
16002,3955.155955258071
16003,6142.472211818267
16004,5515.95422408699
16005,7232.859673378927
16006,7273.356628224143
16007,3989.6887707242686
16008,5399.3246520160665
16009,3694.291331021457
16010,3193.1803151070653
16011,6313.661430991127
16012,7415.092075818922
16013,7588.06348332233
16014,5812.267197102647
16015,6400.4192533455835
16016,5160.774245603703
16017,6000.9666330703385
16018,6806.089390905385
16019,7389.379366815663
16020,5909.8699534508805
16021,7551.14981787059
16022,6241.636682735082
16023,5289.3068354763545
16024,6858.385074172755
16025,4561.710870884897
16026,6234.604763340101
16027,5476.584204978073
16028,7554.740880619798
16029,6286.571460619599
16030,3140.581666123231
16031,5904.871187106137
16032,6193.515395923025
16033,6483.861561507095
16034,5027.230675164565
16035,7258.407693287285
16036,6548.404190574098
16037,4372.52490351897
16038,5466.44865528372
16039,2719.828471936935
16040,5103.652866473865
16041,6774.811182366333
16042,6535.817928689508
16043,6693.908809221917
16044,4548.005300102525
16045,4407.790449632068
16046,6103.585336551207
16047,3927.2706900966095
16048,4246.80246933628
16049,8015.909889620258
16050,5925.336324304351
16051,6968.262452280864
16052,5936.360466511732
16053,4173.3743853171
16054,5217.533527796593
16055,7238.263911780741
16056,7889.926975243354
16057,2875.335659824791
16058,5768.726964357098
16059,5492.461973105869
16060,7128.249590104888
16061,4074.9380912378147
16062,7142.208295581137
16063,6041.370126292895
16064,6250.450885864233
16065,6105.594424867245
16066,6486.0484108875
16067,6867.3302406356215
16068,5827.126044741952
16069,4219.431648124157
16070,5767.690189512976
16071,5034.046925303319
16072,6948.99020366783
16073,5175.915953284804
16074,5434.994184343062
16075,6586.901479808832
16076,7490.068526252495
16077,7367.115911727131
16078,6485.051024495784
16079,6722.954101988512
16080,6480.853211341669
16081,4667.134335191669
16082,6425.706276615975
16083,3668.770660166687
16084,6854.707285134886
16085,5321.526563557009
16086,7211.214693026164
16087,7054.282586537565
16088,7556.990876712003
16089,5965.101088425253
16090,7069.191062411446
16091,5426.986573443899
16092,6642.029547285525
16093,4527.9870165939565
16094,6121.086688756739
16095,4857.49293350329
16096,4428.352802519661
16097,6510.766035125267
16098,7265.5343833483785
16099,6146.476225427303
16100,7269.819396698744
16101,6577.719436168534
16102,7162.80284961729
16103,8041.100996950552
16104,4533.199632972093
16105,4537.456351882585
16106,6390.173763870642
16107,4525.246108935373
16108,6856.013541471575
16109,6068.797489370869
16110,3141.6114193499143
16111,3805.0126708986954
16112,4690.16687915468
16113,7019.462881349002
16114,5758.089748589859
16115,7721.786431671639
16116,6755.843042346785
16117,5136.398786071482
16118,6440.161901113334
16119,6275.283957120821
16120,4890.5924003289
16121,5428.984004762213
16122,5563.694614278587
16123,4233.508388504718
16124,5550.347635230756
16125,7290.332692390906
16126,6856.209648684775
16127,7055.956961554761
16128,6449.281644069753
16129,7171.023731289462
16130,7935.909192584901
16131,6478.135984263368
16132,6798.361614129935
16133,6278.434342879975
16134,4120.739799404039
16135,4158.564625315982
16136,4535.225055622028
16137,7704.480684181131
16138,2664.474315395452
16139,7186.849338378803
16140,7906.125347951716
16141,5471.649664034225
16142,4333.97452982753
16143,7317.478502182392
16144,7072.227907488503
16145,6681.978094835167
16146,3513.5280367204396
16147,6035.07538348688
16148,6933.687674758992
16149,6827.071996030903
16150,5057.604847820134
16151,5735.450681702678
16152,7607.056743889649
16153,3728.6640542306777
16154,4272.180327847025
16155,6056.838517483031
16156,4682.1030004135555
16157,5698.54691650604
16158,6478.381278969102
16159,5342.984188348415
16160,5469.843355834708
16161,7180.936570884429
16162,7098.604804975421
16163,3863.2360379661895
16164,4577.568626422037
16165,7270.289917285279
16166,6973.512600568372
16167,4771.892287936562
16168,4211.8263366492065
16169,4162.167633228809
16170,6060.85846819454
16171,6101.2191246724105
16172,8190.334835808821
16173,6541.274103151452
16174,8092.505391199515
16175,6043.283866731239
16176,6142.539921871397
16177,6744.808533227535
16178,4698.470596503756
16179,5646.275193857992
16180,6882.81659427275
16181,6800.481390612926
16182,5342.646940474406
16183,5954.651869455867
16184,5939.577169140828
16185,5495.6940803749585
16186,4327.984920552335
16187,5836.610496401305
16188,7124.774479179669
16189,6069.261182518456
16190,7437.839024739318
16191,6605.47426127778
16192,5766.290601011729
16193,6117.088500373646
16194,8275.22657751863
16195,7519.812462340811
16196,7481.370836327931
16197,6828.5076938950915
16198,5342.637143373364
16199,5592.183487275417
16200,5633.357812297855
16201,6806.388673221329
16202,6081.857248088779
16203,5936.988246970577
16204,4102.048333673456
16205,5669.397904823514
16206,5502.369747253706
16207,5123.48824101836
16208,5999.410913754971
16209,7879.706215336728
16210,7812.466036840868
16211,4820.8650973367385
16212,4634.839303271627
16213,4993.890727081714
16214,3776.2510736912864
16215,6535.418371745478
16216,6756.297427980524
16217,4417.994722649233
16218,7432.173551319602
16219,3974.951145775807
16220,6452.6540091845345
16221,8401.261603541594
16222,6075.360678696641
16223,6134.203722052467
16224,5275.37372376126
16225,5595.984917117721
16226,5833.071544774088
16227,7723.522780386867
16228,7470.124349418113
16229,7075.93561532845
16230,7267.448118491462
16231,5800.079256932696
16232,3103.699691795402
16233,4188.712047967481
16234,6871.717640738758
16235,6181.557119680097
16236,5935.64892271803
16237,7243.93852823071
16238,6335.420990272759
16239,5964.517893744223
16240,5570.38436247569
16241,3779.960433056216
16242,7269.93579977274
16243,3575.079273952675
16244,7102.24114460017
16245,7188.653096627628
16246,5678.815379470203
16247,7372.3573795829
16248,7582.559271829006
16249,7419.206728244344
16250,5782.222791541713
16251,6232.310102513775
16252,4520.892834216258
16253,8244.642286512879
16254,5426.084834405903
16255,6755.273978506693
16256,7712.773688261439
16257,7546.5218443829945
16258,4861.233967377326
16259,6937.771962718529
16260,4036.8120121158445
16261,3538.633181028491
16262,6679.361291620511
16263,6962.834627027256
16264,6042.619943155074
16265,8081.977261054566
16266,5882.6315140557745
16267,5539.523712192804
16268,5433.111660258505
16269,6331.459167937887
16270,6114.901829057803
16271,6179.542805309239
16272,4917.008481167788
16273,5843.788643086349
16274,4562.526176726886
16275,6651.510795199946
16276,6703.260220096212
16277,7060.1502964065785
16278,7277.718941014327
16279,6033.989875834014
16280,5690.971016040516
16281,4344.168606083864
16282,6354.1185331564175
16283,7160.770913207893
16284,6568.008105846839
16285,5715.206338857723
16286,5095.4828391692035
16287,5451.923749060721
16288,5040.032703761122
16289,6120.957686353368
16290,8029.974185018802
16291,4228.262744559986
16292,4325.594746000605
16293,4395.99060927775
16294,8110.970644483743
16295,5865.321428552682
16296,3961.9089788092942
16297,3987.9182629036077
16298,7306.960831542272
16299,4800.2787166938015
16300,6509.026797776992
16301,7340.955442246741
16302,4075.6645276020135
16303,5122.875851654977
16304,4594.850280449302
16305,5717.3918679124545
16306,6534.176892647256
16307,7868.289255828244
16308,5148.623356541442
16309,7536.094865656958
16310,3521.4988133084535
16311,4165.129038798548
16312,6228.83623474595
16313,7153.621003980579
16314,6768.652311284126
16315,4453.166444568482
16316,4010.8651245989877
16317,8697.858282570094
16318,5716.198380158972
16319,5751.14067195262
16320,4967.1604230333
16321,5340.511018079532
16322,5114.726907114382
16323,6670.548633913444
16324,7591.176364265275
16325,4076.1391878074337
16326,8151.099694658447
16327,5848.487929906149
16328,6206.213583323916
16329,4311.237477624343
16330,4292.190088655287
16331,5773.009886217512
16332,7177.482986153311
16333,4695.295479946581
16334,6068.165541803179
16335,6064.910459479726
16336,6820.376084487569
16337,4340.305078051995
16338,6057.483672555052
16339,6195.3081544120105
16340,5751.679695184948
16341,6613.52220261827
16342,7479.873833536674
16343,5647.669151459506
16344,7773.197195436585
16345,6219.5493327573095
16346,4352.71856638354
16347,7152.161454237437
16348,5388.575181613811
16349,6045.330619105765
16350,6297.346670579492
16351,7352.612279526884
16352,4051.0553270809614
16353,7327.400687261152
16354,5965.481127479561
16355,4600.917570483861
16356,5932.449237841052
16357,5491.818781781471
16358,5551.1986375427405
16359,7342.016331730947
16360,6016.517536896836
16361,5920.794388021518
16362,6403.5011726935245
16363,5383.539800067691
16364,7691.8103461899245
16365,4338.999476669622
16366,6713.1320622699905
16367,6221.82402878831
16368,5213.6104845219925
16369,7790.40148915801
16370,7678.817361948157
16371,6560.164957579964
16372,5870.632207742739
16373,7060.619968828802
16374,5796.307471663751
16375,3333.4212517793303
16376,4046.1663903559693
16377,5639.2119177265795
16378,7531.4607464742385
16379,4922.280552253975
16380,3779.7400540491562
16381,5590.032391605284
16382,7611.400414149035
16383,5466.277224033483
16384,4904.803350953706
16385,6636.453521523006
16386,8204.598066396144
16387,3501.55465010686
16388,6216.775352259925
16389,4982.554130021557
16390,5341.710548399917
16391,6254.460326711948
16392,4719.507841136728
16393,7785.04385104949
16394,5760.786982904385
16395,6870.8706523500805
16396,6243.5816003821
16397,5292.322504531844
16398,4919.446492955834
16399,5310.138665549893
16400,5666.11516178465
16401,7353.891097079788
16402,3749.628322904533
16403,6168.5252753483055
16404,6764.612355248386
16405,5265.111909984338
16406,5328.234087075874
16407,5751.290147874424
16408,6490.365961406124
16409,7149.211736628709
16410,5116.6865255655875
16411,6140.896259895858
16412,3978.9682867170995
16413,7521.9979847390005
16414,4374.955584256186
16415,5966.732209470848
16416,6151.963698867361
16417,7700.636018104238
16418,7227.838983922818
16419,2555.5544520866715
16420,6022.374506269898
16421,4967.369892297806
16422,4806.819669748614
16423,7643.964651823333
16424,4491.939381963044
16425,5554.915906885019
16426,4526.059103817508
16427,6926.138934954972
16428,7316.116720902597
16429,6074.100819974219
16430,5386.4926666141555
16431,6436.543564840273
16432,6843.48829261291
16433,7182.118246935908
16434,5582.88306670518
16435,7075.459979504727
16436,4630.873499569523
16437,8165.688215426539
16438,7393.194394208082
16439,5764.909152988124
16440,7270.105291898126
16441,3865.0622322389354
16442,3512.722970226937
16443,7680.428736896942
16444,3856.8745044106745
16445,7478.631831271889
16446,6821.134238408782
16447,4691.051455096569
16448,6962.742433982528
16449,7127.45317878282
16450,6191.43464999842
16451,4267.390492296212
16452,5171.217668999698
16453,6137.277240837537
16454,4219.367729230487
16455,6032.731406071756
16456,4014.053757553371
16457,8094.71160517337
16458,6341.899940850023
16459,7036.359333856233
16460,5016.7047468116225
16461,4013.163225860445
16462,4396.037120913699
16463,5066.947856514486
16464,6206.7789036575905
16465,6808.803147987357
16466,7513.252921414951
16467,5642.892248010123
16468,6064.1343390106895
16469,4247.3889813770475
16470,4849.241023808585
16471,6493.029768685253
16472,3955.967503293391
16473,7483.949579931466
16474,8021.609553681619
16475,7913.314668368124
16476,4174.425782781511
16477,7066.461063536455
16478,6216.255058864934
16479,6241.560358681694
16480,3487.2579593982964
16481,4342.804516862969
16482,6515.904277376051
16483,5348.432463240657
16484,7392.253665421829
16485,7331.939097107641
16486,5379.795891521235
16487,3719.9098578884386
16488,7260.237554203946
16489,4470.363577572518
16490,7085.511568176176
16491,4875.719531166441
16492,6818.954209560276
16493,5960.6843593468
16494,5230.546797061822
16495,5627.206697566613
16496,6614.810275457832
16497,6525.4986961899995
16498,5011.039165587126
16499,6313.725524326729
16500,6066.6349479543
16501,7518.173807571757
16502,6044.053386546162
16503,4102.327044966234
16504,5709.533288094208
16505,6936.466646758034
16506,7097.708035826652
16507,4842.350908548298
16508,6371.937336418456
16509,3731.7433730116372
16510,3794.6067500521403
16511,4429.008647010698
16512,6972.065870008617
16513,6260.647604319542
16514,5785.312771231447
16515,6030.918100078734
16516,7386.558583552582
16517,6047.770008934262
16518,6808.1604847279505
16519,6392.240952436105
16520,7065.225312585633
16521,7191.8164228444675
16522,5558.83217086259
16523,6352.501750643777
16524,6588.167192676532
16525,6180.383250885769
16526,5998.106453349706
16527,3974.8247398302956
16528,5521.934807562261
16529,5592.6284484323605
16530,8077.112172306946
16531,7820.910352263983
16532,2000.319136206463
16533,5760.393229640494
16534,7289.793130162627
16535,5870.432517339151
16536,5891.8613919562395
16537,7316.71879466274
16538,6110.381864820813
16539,5088.924892893392
16540,2937.1052081186053
16541,5370.095347251459
16542,4034.2227760536925
16543,6021.358322046321
16544,5674.754911475153
16545,7358.4842219853945
