id,Machine failure
136868,0.0024350241
136869,0.0023693694
136870,0.0023613933
136871,0.0023693694
136872,0.0024350241
136873,0.0023693694
136874,0.0023964266
136875,0.002427048
136876,0.0023613933
136877,0.0025411039
136878,0.0023693694
136879,0.0026845997
136880,0.005993072
136881,0.0034955742
136882,0.0023693694
136883,0.002416679
136884,0.0023693694
136885,0.013738094
136886,0.0023964266
136887,0.0023693694
136888,0.0067322003
136889,0.0025331278
136890,0.010348048
136891,0.0023693694
136892,0.0023693694
136893,0.0026555362
136894,0.0023693694
136895,0.0023693694
136896,0.0023964266
136897,0.0032852502
136898,0.002568161
136899,0.0025331278
136900,0.0023693694
136901,0.0023693694
136902,0.0023693694
136903,0.0023613933
136904,0.0024350241
136905,0.0034955742
136906,0.0023613933
136907,0.002568161
136908,0.0023693694
136909,0.0023613933
136910,0.004376716
136911,0.0035035503
136912,0.004961047
136913,0.00405285
136914,0.0023693694
136915,0.002568161
136916,0.0023613933
136917,0.0025411039
136918,0.0023613933
136919,0.002568161
136920,0.0023693694
136921,0.00405285
136922,0.0023693694
136923,0.0023613933
136924,0.0023613933
136925,0.0023613933
136926,0.0023613933
136927,0.0023693694
136928,0.0023693694
136929,0.0085940035
136930,0.008773615
136931,0.009965075
136932,0.0023693694
136933,0.0023693694
136934,0.0035978686
136935,0.0025331278
136936,0.0034955742
136937,0.0023613933
136938,0.0023693694
136939,0.0023693694
136940,0.015307317
136941,0.013211449
136942,0.0023613933
136943,0.0023693694
136944,0.062699385
136945,0.00405285
136946,0.0033976713
136947,0.0025411039
136948,0.0067707505
136949,0.004079907
136950,0.0023693694
136951,0.0026555362
136952,0.0023964266
136953,0.008773615
136954,0.0023613933
136955,0.0025331278
136956,0.0023964266
136957,0.0023613933
136958,0.0023693694
136959,0.0023693694
136960,0.9908807
136961,0.0067322003
136962,0.0023613933
136963,0.004961047
136964,0.004079907
136965,0.009965075
136966,0.0049339896
136967,0.0034955742
136968,0.011384277
136969,0.0023613933
136970,0.0024350241
136971,0.0024350241
136972,0.0026845997
136973,0.009241137
136974,0.0023613933
136975,0.0069107283
136976,0.0023613933
136977,0.009304292
136978,0.0023613933
136979,0.0023613933
136980,0.0023693694
136981,0.0023613933
136982,0.0025411039
136983,0.005511675
136984,0.0023693694
136985,0.009527819
136986,0.0025331278
136987,0.0025411039
136988,0.00836505
136989,0.0023693694
136990,0.0023613933
136991,0.0023693694
136992,0.0023693694
136993,0.0024620814
136994,0.0025411039
136995,0.010423801
136996,0.0023693694
136997,0.0034955742
136998,0.0025411039
136999,0.0071832207
137000,0.00405285
137001,0.002427048
137002,0.0063289977
137003,0.0023693694
137004,0.06556713
137005,0.99870706
137006,0.0023693694
137007,0.0023693694
137008,0.0023693694
137009,0.0071087657
137010,0.0023693694
137011,0.0025331278
137012,0.0112605505
137013,0.00405285
137014,0.0023613933
137015,0.010423801
137016,0.002427048
137017,0.0023613933
137018,0.0023964266
137019,0.0023693694
137020,0.022531033
137021,0.019130036
137022,0.0023613933
137023,0.0023613933
137024,0.0025331278
137025,0.0023613933
137026,0.010570755
137027,0.002427048
137028,0.0033976713
137029,0.0023964266
137030,0.026744507
137031,0.00405285
137032,0.0040976214
137033,0.0024350241
137034,0.004044874
137035,0.011972068
137036,0.0035978686
137037,0.9925326
137038,0.0024350241
137039,0.0023693694
137040,0.0023613933
137041,0.00405285
137042,0.002427048
137043,0.0023693694
137044,0.0023693694
137045,0.0024823337
137046,0.0023693694
137047,0.0023693694
137048,0.0046402398
137049,0.0040454958
137050,0.0023964266
137051,0.0025411039
137052,0.006740176
137053,0.0023613933
137054,0.0023693694
137055,0.00405285
137056,0.0023693694
137057,0.0023693694
137058,0.0023693694
137059,0.003549143
137060,0.0023613933
137061,0.0023964266
137062,0.004025829
137063,0.0067672334
137064,0.0023693694
137065,0.006883671
137066,0.010427259
137067,0.0023613933
137068,0.0025411039
137069,0.008317741
137070,0.0023693694
137071,0.0071561635
137072,0.0023964266
137073,0.0024350241
137074,0.00405285
137075,0.0026555362
137076,0.0023613933
137077,0.0023693694
137078,0.0023693694
137079,0.0035035503
137080,0.0023693694
137081,0.0034056474
137082,0.0023693694
137083,0.016950939
137084,0.0023964266
137085,0.0025411039
137086,0.0025411039
137087,0.0024620814
137088,0.013951344
137089,0.0023693694
137090,0.0023693694
137091,0.0023613933
137092,0.022836555
137093,0.009873248
137094,0.022772122
137095,0.0023693694
137096,0.0023693694
137097,0.016888646
137098,0.0067672334
137099,0.0023693694
137100,0.0023964266
137101,0.0025331278
137102,0.0025411039
137103,0.014618146
137104,0.0034955742
137105,0.018754134
137106,0.015918313
137107,0.0024350241
137108,0.0023613933
137109,0.0023693694
137110,0.010113905
137111,0.01725272
137112,0.9907854
137113,0.018942825
137114,0.0023964266
137115,0.002427048
137116,0.009965075
137117,0.0023964266
137118,0.0024620814
137119,0.016363448
137120,0.0023693694
137121,0.003277274
137122,0.0024350241
137123,0.0023693694
137124,0.004196345
137125,0.0023693694
137126,0.0023693694
137127,0.0023613933
137128,0.0023693694
137129,0.0023693694
137130,0.0024350241
137131,0.0035035503
137132,0.0025331278
137133,0.0023964266
137134,0.008063781
137135,0.003733388
137136,0.0023613933
137137,0.0023964266
137138,0.0023693694
137139,0.0023613933
137140,0.00405285
137141,0.0034955742
137142,0.0067787264
137143,0.0023693694
137144,0.0023964266
137145,0.0023964266
137146,0.0035898925
137147,0.0023964266
137148,0.003016749
137149,0.0023693694
137150,0.004079907
137151,0.0023693694
137152,0.002699958
137153,0.015024633
137154,0.004919241
137155,0.0023693694
137156,0.0035978686
137157,0.0085940035
137158,0.025784837
137159,0.0023613933
137160,0.0024350241
137161,0.0024350241
137162,0.0023693694
137163,0.0023964266
137164,0.002427048
137165,0.00405285
137166,0.0024620814
137167,0.0024350241
137168,0.0023693694
137169,0.015372983
137170,0.0023693694
137171,0.0023693694
137172,0.005476642
137173,0.0035035503
137174,0.0023964266
137175,0.0035035503
137176,0.0023613933
137177,0.00403752
137178,0.0023964266
137179,0.0023693694
137180,0.0023693694
137181,0.0034056474
137182,0.013480481
137183,0.0023693694
137184,0.0023693694
137185,0.0034056474
137186,0.0023693694
137187,0.0023964266
137188,0.0035978686
137189,0.010567297
137190,0.0023613933
137191,0.002568161
137192,0.109673075
137193,0.0023964266
137194,0.008749025
137195,0.019646883
137196,0.016638074
137197,0.002568161
137198,0.006740176
137199,0.0023693694
137200,0.0023613933
137201,0.00405285
137202,0.004072553
137203,0.0023693694
137204,0.0023693694
137205,0.0023693694
137206,0.0024620814
137207,0.010444586
137208,0.009540682
137209,0.0023693694
137210,0.0023693694
137211,0.016983595
137212,0.009965075
137213,0.0034327046
137214,0.0023964266
137215,0.0023693694
137216,0.0023693694
137217,0.0026635122
137218,0.0075760675
137219,0.0023693694
137220,0.0023693694
137221,0.0035035503
137222,0.0023693694
137223,0.0023613933
137224,0.0023693694
137225,0.0023964266
137226,0.0023693694
137227,0.008773615
137228,0.0041434756
137229,0.0034955742
137230,0.0023613933
137231,0.0025411039
137232,0.0023964266
137233,0.002427048
137234,0.0033123074
137235,0.0023693694
137236,0.0023613933
137237,0.0023964266
137238,0.0023693694
137239,0.0085940035
137240,0.0023613933
137241,0.012293717
137242,0.0052349158
137243,0.0023693694
137244,0.004044874
137245,0.010423801
137246,0.0024350241
137247,0.0023693694
137248,0.0023693694
137249,0.00405285
137250,0.0023693694
137251,0.0025331278
137252,0.0034327046
137253,0.0023693694
137254,0.0023693694
137255,0.006875695
137256,0.009965075
137257,0.0023693694
137258,0.0023693694
137259,0.002427048
137260,0.00405285
137261,0.0025411039
137262,0.0023693694
137263,0.0035035503
137264,0.019043678
137265,0.00405285
137266,0.0023964266
137267,0.0023693694
137268,0.0023613933
137269,0.0023693694
137270,0.0023613933
137271,0.0023693694
137272,0.014344024
137273,0.0023693694
137274,0.0023693694
137275,0.0023693694
137276,0.0023693694
137277,0.004471033
137278,0.0023693694
137279,0.008317741
137280,0.0023613933
137281,0.0034955742
137282,0.0023964266
137283,0.0035035503
137284,0.0023693694
137285,0.0023693694
137286,0.0049112653
137287,0.0038245402
137288,0.00405285
137289,0.002427048
137290,0.0023613933
137291,0.0028466014
137292,0.0023693694
137293,0.0025411039
137294,0.0023693694
137295,0.0023693694
137296,0.0026766236
137297,0.004188369
137298,0.0035978686
137299,0.0023964266
137300,0.004230282
137301,0.005484618
137302,0.0023964266
137303,0.0067787264
137304,0.004079907
137305,0.010451226
137306,0.009965075
137307,0.032768402
137308,0.008317741
137309,0.003277274
137310,0.0023693694
137311,0.009256865
137312,0.009214138
137313,0.004932376
137314,0.0023613933
137315,0.0025411039
137316,0.0023613933
137317,0.0023693694
137318,0.0023693694
137319,0.010195362
137320,0.0035035503
137321,0.0023964266
137322,0.0023693694
137323,0.00405285
137324,0.012290259
137325,0.006296797
137326,0.0023693694
137327,0.0034955742
137328,0.0025411039
137329,0.0033976713
137330,0.003647046
137331,0.020965166
137332,0.0023964266
137333,0.0035898925
137334,0.0023693694
137335,0.0023964266
137336,0.04485403
137337,0.0023613933
137338,0.0036249259
137339,0.0023613933
137340,0.0023613933
137341,0.0023693694
137342,0.0023964266
137343,0.0024350241
137344,0.0034056474
137345,0.0024350241
137346,0.003882017
137347,0.009968533
137348,0.0023693694
137349,0.0023693694
137350,0.0023693694
137351,0.010307729
137352,0.0023693694
137353,0.0034056474
137354,0.0023613933
137355,0.0023964266
137356,0.0023613933
137357,0.0023693694
137358,0.0023964266
137359,0.0023964266
137360,0.0023693694
137361,0.0023613933
137362,0.0023693694
137363,0.0023613933
137364,0.0026845997
137365,0.0023693694
137366,0.0024350241
137367,0.017688343
137368,0.023340352
137369,0.0023693694
137370,0.0023693694
137371,0.00405285
137372,0.0023613933
137373,0.0024350241
137374,0.0023693694
137375,0.008749025
137376,0.0073882723
137377,0.0023613933
137378,0.0023693694
137379,0.98167765
137380,0.00405285
137381,0.0023693694
137382,0.0023693694
137383,0.010348048
137384,0.002427048
137385,0.9909033
137386,0.016301868
137387,0.012424942
137388,0.0023613933
137389,0.0023613933
137390,0.0023693694
137391,0.0023964266
137392,0.0023964266
137393,0.002568161
137394,0.0023693694
137395,0.0023693694
137396,0.0023964266
137397,0.0025411039
137398,0.0023613933
137399,0.01268895
137400,0.0023693694
137401,0.0026845997
137402,0.0023964266
137403,0.004196345
137404,0.0073074447
137405,0.002568161
137406,0.0023693694
137407,0.0023613933
137408,0.0023613933
137409,0.0041434756
137410,0.0025411039
137411,0.0023693694
137412,0.0023693694
137413,0.003647046
137414,0.0023693694
137415,0.0025331278
137416,0.0023964266
137417,0.008317741
137418,0.0024620814
137419,0.0085940035
137420,0.0034955742
137421,0.0023613933
137422,0.0028816347
137423,0.004196345
137424,0.0035035503
137425,0.0023693694
137426,0.008556555
137427,0.004044874
137428,0.005993072
137429,0.0029018868
137430,0.0035035503
137431,0.003549143
137432,0.0023693694
137433,0.0025331278
137434,0.007271998
137435,0.005436371
137436,0.0023693694
137437,0.99565303
137438,0.0023693694
137439,0.0023693694
137440,0.016893372
137441,0.0024350241
137442,0.005436371
137443,0.0035035503
137444,0.0026635122
137445,0.0025411039
137446,0.0035035503
137447,0.009363131
137448,0.0023693694
137449,0.002568161
137450,0.0023613933
137451,0.0023613933
137452,0.0023964266
137453,0.0023693694
137454,0.010427259
137455,0.00405285
137456,0.0023693694
137457,0.0024350241
137458,0.009516092
137459,0.0023693694
137460,0.0035035503
137461,0.0035035503
137462,0.0023693694
137463,0.015141262
137464,0.0023693694
137465,0.0023693694
137466,0.0023693694
137467,0.006740176
137468,0.0025411039
137469,0.0023613933
137470,0.0024350241
137471,0.0035898925
137472,0.0023693694
137473,0.0035978686
137474,0.0024350241
137475,0.0024350241
137476,0.0024350241
137477,0.0025411039
137478,0.018712463
137479,0.0034327046
137480,0.00405285
137481,0.0023693694
137482,0.0024350241
137483,0.0023693694
137484,0.0024350241
137485,0.0023693694
137486,0.014781109
137487,0.006296797
137488,0.0023693694
137489,0.0053059603
137490,0.003549143
137491,0.0023693694
137492,0.0023964266
137493,0.010423801
137494,0.0023613933
137495,0.004044874
137496,0.0023964266
137497,0.0025411039
137498,0.0186981
137499,0.0024350241
137500,0.0023693694
137501,0.0023964266
137502,0.0023693694
137503,0.0036390699
137504,0.009873248
137505,0.0023693694
137506,0.0023693694
137507,0.006296797
137508,0.0023964266
137509,0.0035306076
137510,0.0023693694
137511,0.0023964266
137512,0.0023693694
137513,0.0067707505
137514,0.0025331278
137515,0.0025411039
137516,0.0023613933
137517,0.0023693694
137518,0.0023693694
137519,0.004079907
137520,0.0023693694
137521,0.0023693694
137522,0.0023693694
137523,0.0051190495
137524,0.004079907
137525,0.0023693694
137526,0.0023613933
137527,0.008924094
137528,0.01747278
137529,0.002416679
137530,0.008309765
137531,0.0067322003
137532,0.002427048
137533,0.0023693694
137534,0.0023693694
137535,0.017464869
137536,0.004072553
137537,0.9910771
137538,0.0025331278
137539,0.0023613933
137540,0.012290259
137541,0.002427048
137542,0.0024350241
137543,0.0034955742
137544,0.0024350241
137545,0.0023693694
137546,0.002427048
137547,0.0023613933
137548,0.0023964266
137549,0.0023693694
137550,0.0024350241
137551,0.0025331278
137552,0.0023693694
137553,0.0023693694
137554,0.0026845997
137555,0.0023693694
137556,0.0028434538
137557,0.0025411039
137558,0.0025411039
137559,0.02124661
137560,0.0024087029
137561,0.0023693694
137562,0.004384692
137563,0.0023964266
137564,0.0028816347
137565,0.0085940035
137566,0.012187247
137567,0.0023693694
137568,0.0023964266
137569,0.0023693694
137570,0.0023693694
137571,0.0023693694
137572,0.0023693694
137573,0.011630398
137574,0.006740176
137575,0.0028466014
137576,0.0023693694
137577,0.004044874
137578,0.0023693694
137579,0.0023693694
137580,0.002568161
137581,0.0024350241
137582,0.006058726
137583,0.0023964266
137584,0.0023613933
137585,0.0023693694
137586,0.0067672334
137587,0.036606513
137588,0.0034056474
137589,0.008210298
137590,0.012692408
137591,0.0023693694
137592,0.0023693694
137593,0.003647046
137594,0.0035978686
137595,0.0023613933
137596,0.008004846
137597,0.00605075
137598,0.0023964266
137599,0.0024350241
137600,0.0023693694
137601,0.0023693694
137602,0.003016749
137603,0.0023613933
137604,0.0023613933
137605,0.00405285
137606,0.0023693694
137607,0.0023693694
137608,0.003595156
137609,0.0023613933
137610,0.0034955742
137611,0.005436371
137612,0.0024350241
137613,0.0026555362
137614,0.0023964266
137615,0.007005638
137616,0.0023964266
137617,0.0023693694
137618,0.0023693694
137619,0.0023613933
137620,0.0024087029
137621,0.0023693694
137622,0.0035035503
137623,0.0024350241
137624,0.0023693694
137625,0.00405285
137626,0.0025411039
137627,0.0025411039
137628,0.0024350241
137629,0.0023693694
137630,0.99182063
137631,0.0023693694
137632,0.00405285
137633,0.002427048
137634,0.009363131
137635,0.0023693694
137636,0.0035978686
137637,0.0023693694
137638,0.0023693694
137639,0.016777135
137640,0.0023613933
137641,0.0049339896
137642,0.0040454958
137643,0.0023693694
137644,0.0025411039
137645,0.0025411039
137646,0.015005279
137647,0.0023693694
137648,0.0085940035
137649,0.0023964266
137650,0.0023613933
137651,0.0023964266
137652,0.0023613933
137653,0.0023693694
137654,0.004044874
137655,0.0025411039
137656,0.0023693694
137657,0.007005638
137658,0.0023964266
137659,0.0023693694
137660,0.0024620814
137661,0.009968533
137662,0.0023693694
137663,0.0024350241
137664,0.011304944
137665,0.0023613933
137666,0.0023693694
137667,0.0023964266
137668,0.0023693694
137669,0.006296797
137670,0.0023964266
137671,0.0023964266
137672,0.0024620814
137673,0.021950034
137674,0.04780403
137675,0.002427048
137676,0.003647046
137677,0.011513342
137678,0.0024350241
137679,0.011788556
137680,0.0023613933
137681,0.002427048
137682,0.0028545775
137683,0.002568161
137684,0.0025331278
137685,0.0023693694
137686,0.00405285
137687,0.0023964266
137688,0.0023613933
137689,0.005089767
137690,0.0024620814
137691,0.01688519
137692,0.008317741
137693,0.0023964266
137694,0.0026635122
137695,0.0023693694
137696,0.0023964266
137697,0.0023693694
137698,0.004919241
137699,0.0034056474
137700,0.0023693694
137701,0.0023693694
137702,0.002427048
137703,0.0023693694
137704,0.0023693694
137705,0.019530913
137706,0.0023693694
137707,0.0023613933
137708,0.009338541
137709,0.0023693694
137710,0.0023693694
137711,0.0023613933
137712,0.047268663
137713,0.005484618
137714,0.012759226
137715,0.0028545775
137716,0.0023613933
137717,0.0023693694
137718,0.0085940035
137719,0.009965075
137720,0.014734043
137721,0.0024350241
137722,0.0025331278
137723,0.0023693694
137724,0.004044874
137725,0.0101085715
137726,0.004044874
137727,0.00405285
137728,0.0023964266
137729,0.0035978686
137730,0.0023613933
137731,0.0023693694
137732,0.0023693694
137733,0.0023693694
137734,0.0023964266
137735,0.007005638
137736,0.0035898925
137737,0.0035035503
137738,0.0023613933
137739,0.004079907
137740,0.024496965
137741,0.004196345
137742,0.0023613933
137743,0.0023693694
137744,0.008210298
137745,0.0023693694
137746,0.0023693694
137747,0.0023964266
137748,0.0023964266
137749,0.0085940035
137750,0.0023693694
137751,0.040539965
137752,0.0023613933
137753,0.002427048
137754,0.009965075
137755,0.004230282
137756,0.0034955742
137757,0.004044874
137758,0.0023693694
137759,0.0023613933
137760,0.004079907
137761,0.0023693694
137762,0.0023693694
137763,0.0023693694
137764,0.0023693694
137765,0.0023693694
137766,0.0023693694
137767,0.0023693694
137768,0.0023693694
137769,0.0025411039
137770,0.008749025
137771,0.0023613933
137772,0.0023613933
137773,0.002568161
137774,0.0068057836
137775,0.0023693694
137776,0.010112904
137777,0.0025411039
137778,0.0034327046
137779,0.0025411039
137780,0.0023693694
137781,0.011292138
137782,0.0023964266
137783,0.0023693694
137784,0.0023693694
137785,0.0035306076
137786,0.0023964266
137787,0.0023693694
137788,0.015081844
137789,0.0023613933
137790,0.0067787264
137791,0.0023693694
137792,0.00405285
137793,0.0023964266
137794,0.0035306076
137795,0.002427048
137796,0.0023693694
137797,0.0023613933
137798,0.00405285
137799,0.0023693694
137800,0.004079907
137801,0.010423801
137802,0.003277274
137803,0.0023693694
137804,0.0023964266
137805,0.0023693694
137806,0.0023693694
137807,0.014380714
137808,0.00405285
137809,0.99360806
137810,0.0023964266
137811,0.0023964266
137812,0.0023693694
137813,0.0023964266
137814,0.0026635122
137815,0.0023693694
137816,0.004072553
137817,0.006296797
137818,0.0023693694
137819,0.0035035503
137820,0.002427048
137821,0.0023964266
137822,0.017309196
137823,0.0025331278
137824,0.0023693694
137825,0.0940653
137826,0.0024350241
137827,0.0023693694
137828,0.0023693694
137829,0.0025411039
137830,0.005313936
137831,0.0023693694
137832,0.0023693694
137833,0.0043719644
137834,0.0024350241
137835,0.0035035503
137836,0.0034327046
137837,0.0024350241
137838,0.0023693694
137839,0.0023693694
137840,0.0023693694
137841,0.0023613933
137842,0.0023613933
137843,0.011137153
137844,0.005886124
137845,0.0024620814
137846,0.002427048
137847,0.0023693694
137848,0.00405285
137849,0.0023693694
137850,0.0023613933
137851,0.0023693694
137852,0.0515088
137853,0.0023693694
137854,0.013018506
137855,0.0023693694
137856,0.0024350241
137857,0.00405285
137858,0.0024350241
137859,0.0023613933
137860,0.004079907
137861,0.0067707505
137862,0.0023693694
137863,0.0023964266
137864,0.011137153
137865,0.0023964266
137866,0.002568161
137867,0.0025411039
137868,0.0025331278
